"","ID","F.1","F.3","W.1","W.2","F.2","F.4","W.3","W.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-006173",4.09143709172346,8.629295542397,11.5345147366768,4.02312018204106,28.2902377043743,23.689695866265,22.981931326965,155.572736716204,3.02641193115843,5.01923877737161,8.07721546442712e-07,0.0147094170822682
"2","PmetTSAr1.1-001079",2.60772913538418,2.94925290689518,1.86587738387419,1.2362713059397,2.52857014182105,2220.92080866786,1.98576595567094,2.57589502204778,8.00572024725122,8.1269223999419,1.13854288409336e-05,0.103670022311121
"3","PmetTSAr1.1-004361",14.0727451616422,10.0857167309872,2.31821129511641,6.72615405434989,9.16234827859862,1150.25058212128,21.3403648036103,32.0146952740224,5.19080103997947,7.28274722160987,2.32204566774549e-05,0.140955912184377
"4","PmetTSAr1.1-001158",13.7580192315096,11.5421379195774,23.1821129511641,10.5397367269096,14.3979758663693,2114.43538932489,27.4300470676679,14.917545896914,5.20066617772134,8.12277321582232,6.65102534098535e-05,0.149390529085805
"5","PmetTSAr1.1-001318",2.83253337119316,2.36668443145909,2.51610738128489,3.77167517066349,2.55831802584247,434.878508746585,4.60697701715657,3.42509118316243,5.27473263036318,5.83500420569819,4.09284581828101e-05,0.149390529085805
"6","PmetTSAr1.1-003883",234.515778795929,4.00515826862308,1.41354347263196,1.96965258912427,1.7253772732426,2.36424110441766,1.05907517635783,2.00976424797134,-5.07670955561149,4.95944136314812,4.12815818163706e-05,0.149390529085805
"7","PmetTSAr1.1-014155",1675.5109303315,2.91284237718042,4.21235954844324,1.65534632490231,2.5880659098639,1.74953841726907,7.41352623450482,2.94388002519746,-6.83837703986245,7.7302945834796,5.17736562247179e-05,0.149390529085805
"8","PmetTSAr1.1-016038",2.24804235808981,1.34718959944595,1.5831686893478,1.55057757016166,2.11209976552111,156.370906646184,2.32996538798723,1.44363347389491,4.58910963538162,4.39853150826161,7.38298150443276e-05,0.149390529085805
"9","PmetTSAr1.1-035362",2.15812066376622,1.34718959944595,1.38527260317932,1.67630007585044,4.01596434289225,2.78980450321284,3.25665616730033,4.78380504094587,1.18846775230498,1.45449652354995,7.13082394173797e-05,0.149390529085805
"10","PmetTSAr1.1-013742",1.97827727511903,5.42516892749854,8.79224039977079,4.42124145005554,8.24016387393447,1254.0880514273,2.51530354384985,2.46266886723249,5.9402432604183,7.33048166569315,0.000103627050513003,0.188715221689229
"11","PmetTSAr1.1-004353",4.49608471617962,2.54873708003287,3.19460824814823,12.4674818141376,5.47361065994203,1030.0052795506,2.46234978503196,7.27478044688218,5.52269422713228,7.06018733725154,0.000144416060838173,0.239087353083998
"12","PmetTSAr1.1-000525",12.4091938166558,16.8944857876464,14.4464142902986,14.772394418432,14.8441941266906,1515.71497204216,13.688546654425,12.2001181813472,4.73267798747524,7.65704217163822,0.000165227025671472,0.250745780375265
"13","PmetTSAr1.1-000063",12.4991155109794,81.0134286153305,8.05719779400217,1.59248507205792,4.84890509549213,23857.1787061019,6.43388169637383,8.97317276911148,7.85447209801334,11.549559593085,0.000274313510443856,0.311883016347523
"14","PmetTSAr1.1-001482",1.84339473363365,10.2313588498462,5.68244475998048,6.03468027306158,1.45764631704978,1552.83355738152,3.23017928789139,2.77404079297453,6.03403309780726,7.62914551477898,0.00023882432484165,0.311883016347523
"15","PmetTSAr1.1-008123",97.2503124109652,62.4076479310905,6.70019606027549,12.0693605461232,9.78705384304853,12.7669019638554,9.24043091372208,5.15179004409555,-2.2715258794446,4.75167945293055,0.000325395492317991,0.311883016347523
"16","PmetTSAr1.1-013353",614.659741548916,2.65796866917713,4.41025563461172,5.28034523892889,6.48503871667045,2.60066521485943,9.29338467253998,4.84041811835351,-4.75345067354161,6.34446018511145,0.000316182718737997,0.311883016347523
"17","PmetTSAr1.1-015131",1.43874710917748,1.3836001291607,1.38527260317932,1.86488383438361,0.922184404664147,107.66753989518,1.32384397044729,1.24548770296816,4.18918633133688,3.87017920127369,0.000304999572195311,0.311883016347523
"18","PmetTSAr1.1-018468",2.51780744106059,3.34976873375749,4.1840886789906,2.6820801213607,2.70705744594959,165.875155885943,4.28925446424922,2.71742771556688,3.78303957838748,4.55541498589898,0.000259710706171426,0.311883016347523
"19","PmetTSAr1.1-022672",1.43874710917748,1.31077906973119,1.13083477810557,1.00578004551026,1.81462092530687,2.45881074859437,3.36256368493612,2.49097540593631,1.06849903204872,0.953704138626871,0.000315514427912368,0.311883016347523
"20","PmetTSAr1.1-000098",5.39530165941555,51.9942364326705,21.8533820868901,2.05346759291679,2.08235188149969,10724.0085103502,7.04284992277958,9.36946431096499,7.04571048799187,10.4018750547505,0.000372356867544804,0.329647213517885
