"","ID","F.1","F.2","F.3","W.1","F.4","W.2","W.3","W.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-006977",82.4581936947343,14.3682279823478,29.9294554255288,1.75279390606363,1.56039912891566,1.06864129835466,2.09167347330672,2.68912117686306,-4.11280427461326,4.08708430154131,8.30297298869553e-08,0.00151205441097134
"2","PmetTSAr1.1-031098",16.320787519732,7.64520619350599,23.4483811363024,4.66469345968547,3.21536790200802,4.27456519341862,1.5621358851278,1.64177924482166,-2.28092647692029,2.97880583681537,3.40096041458674e-06,0.0309674450550196
"3","PmetTSAr1.1-014722",13.9828234673186,6.51478660069188,18.4601385653809,3.87310911501157,3.21536790200802,3.4364151554934,2.17110411153356,1.98145770926752,-1.98481179230762,2.75311112457318,7.82901834447227e-06,0.0356435632677961
"4","PmetTSAr1.1-031584",17.1750436158062,10.6199945956484,28.2181605289353,5.93688258505423,3.83007058915661,5.61560525409897,1.64156652335464,1.41532693519109,-2.30618645119375,3.22441740540932,6.48239816481679e-06,0.0356435632677961
"5","PmetTSAr1.1-001166",603.869138230085,2393.18752163955,229.204284554384,48.032207200034,48.5142274626504,34.6575040682078,69.9254385190259,84.4100984147964,-3.78505133163176,8.77819587822273,1.16354647852062e-05,0.0368794844526912
"6","PmetTSAr1.1-001318",2.83253337119316,2.55831802584247,2.36668443145909,2.51610738128489,434.878508746585,3.77167517066349,4.60697701715657,3.42509118316243,5.44006719154537,5.83493584352565,1.82260919265401e-05,0.0368794844526912
"7","PmetTSAr1.1-004353",4.49608471617962,5.47361065994203,2.54873708003287,3.19460824814823,1030.0052795506,12.4674818141376,2.46234978503196,7.27478044688218,6.0638637636789,7.06015757755765,1.70592406259198e-05,0.0368794844526912
"8","PmetTSAr1.1-012297",1843.84434210526,198.477882190942,738.369132085522,124.052575158181,60.3354329847387,7.79479535270455,108.290436782588,44.3846526875924,-3.71752416275872,8.60991345851266,1.41441241709447e-05,0.0368794844526912
"9","PmetTSAr1.1-021777",17.220004462968,17.6999909927473,16.6760226093579,2.28994042566378,4.91762149718874,2.38872760808688,1.24441333222045,2.06637732537899,-2.35034990451782,3.01769788551975,1.62392512711767e-05,0.0368794844526912
"10","PmetTSAr1.1-001079",2.60772913538418,2.52857014182105,2.94925290689518,1.86587738387419,2220.92080866786,1.2362713059397,1.98576595567094,2.57589502204778,7.80376256892882,8.12690758946236,2.1834117706276e-05,0.0397621117548993
"11","PmetTSAr1.1-000038",66529.150036323,3015.1860286435,13535.9785267574,2063.37767787032,48.1359488859436,99.2579182412942,2100.94038109985,306.588120701093,-5.05853017788034,13.4202652263897,3.12201982804507e-05,0.0503141368929775
"12","PmetTSAr1.1-000411",696.84817016068,73.6855087210675,294.670416981514,45.600912427107,24.8718164184738,1.06864129835466,39.0533971281951,15.7384355193249,-3.78228419169435,7.21865689825383,4.04500533420867e-05,0.0503141368929775
"13","PmetTSAr1.1-004361",14.0727451616422,9.16234827859862,10.0857167309872,2.31821129511641,1150.25058212128,6.72615405434989,21.3403648036103,32.0146952740224,5.08556394906069,7.28272280819995,3.86657918620823e-05,0.0503141368929775
"14","PmetTSAr1.1-014155",1675.5109303315,2.5880659098639,2.91284237718042,4.21235954844324,1.74953841726907,1.65534632490231,7.41352623450482,2.94388002519746,-6.93393626030542,7.73027838442099,3.76953220148168e-05,0.0503141368929775
"15","PmetTSAr1.1-014379",4.8108106463122,13.9815054900693,4.66054780348867,14.3898725513934,332.696008213653,46.9154483728642,8.73737020495211,26.5232267654809,3.45293713081518,5.82235081871242,4.1442647487489e-05,0.0503141368929775
"16","PmetTSAr1.1-003883",234.515778795929,1.7253772732426,4.00515826862308,1.41354347263196,2.36424110441766,1.96965258912427,1.05907517635783,2.00976424797134,-5.02670847208054,4.95933682889585,5.06875267998826e-05,0.0523484880500893
"17","PmetTSAr1.1-008821",1.97827727511903,2.43932648975678,2.29386337202958,2.48783651183225,64.2600732180721,16.5115557471268,2.14462723212461,2.29282963500956,3.20712926907972,3.56162955797703,5.00421479654401e-05,0.0523484880500893
"18","PmetTSAr1.1-024782",1.61859049782466,2.88554475007814,2.18463178288532,1.86587738387419,10.1662367489959,8.8634366510592,2.25053474976039,5.88776005039492,1.658939660266,2.17785072281364,5.17419573280768e-05,0.0523484880500893
"19","PmetTSAr1.1-018803",85.830257231869,7.94268503372023,16.8944857876464,4.43852650406435,2.36424110441766,1.11054880025092,3.94505503193292,6.73695621150957,-3.02094370915128,4.01451146787424,6.77300288773332e-05,0.0649174503097429
"20","PmetTSAr1.1-001482",1.84339473363365,1.45764631704978,10.2313588498462,5.68244475998048,1552.83355738152,6.03468027306158,3.23017928789139,2.77404079297453,6.34639556874639,7.6291249444712,9.21232643406334e-05,0.0729415985611859
"21","PmetTSAr1.1-002156",213.159376394076,31.9492274390095,59.6040371430544,6.4174873657491,15.8877002216867,2.17919009860557,12.5235639604314,6.51050390187899,-3.06868168884516,5.44400173379586,8.7185518108231e-05,0.0729415985611859
"22","PmetTSAr1.1-015131",1.43874710917748,0.922184404664147,1.3836001291607,1.38527260317932,107.66753989518,1.86488383438361,1.32384397044729,1.24548770296816,4.4454308410156,3.86992897480468,8.87453497759842e-05,0.0729415985611859
"23","PmetTSAr1.1-015578",11.1502900961255,13.5650351137694,5.46157945721329,1.75279390606363,2.08053217188754,1.08959504930279,3.20370240848244,1.50024655130255,-2.01908180700207,2.32767095559314,8.58233242287691e-05,0.0729415985611859
"24","PmetTSAr1.1-001158",13.7580192315096,14.3979758663693,11.5421379195774,23.1821129511641,2114.43538932489,10.5397367269096,27.4300470676679,14.917545896914,5.10669187614574,8.12275917043498,9.69747508156848e-05,0.0735836327960181
"25","PmetTSAr1.1-009363",16.8153568385118,16.4505798638475,10.4498220281348,11.5062438672242,37.6860032044175,35.5375616080293,23.1143157240097,32.7506652803217,1.22499707290914,4.52990708021806,0.000107239357595606,0.0781174376469433
"26","PmetTSAr1.1-015542",18.2990647948511,4.55142625527789,12.8529169893086,4.91913128475922,2.97894379156625,2.26300510239809,2.62121106148563,4.61396580872294,-1.69975638278108,2.7378309787201,0.000133603915526947,0.0904290069184239
"27","PmetTSAr1.1-016038",2.24804235808981,2.11209976552111,1.34718959944595,1.5831686893478,156.370906646184,1.55057757016166,2.32996538798723,1.44363347389491,4.46802664888441,4.39835396603241,0.000134071889890585,0.0904290069184239
"28","PmetTSAr1.1-000525",12.4091938166558,14.8441941266906,16.8944857876464,14.4464142902986,1515.71497204216,14.772394418432,13.688546654425,12.2001181813472,4.73083677988751,7.65702297954658,0.000162877902349496,0.105934624274524
"29","PmetTSAr1.1-023009",8.45263926641769,9.07310462653435,4.26003197662637,1.4418143420846,1.5131143068273,2.03251384196866,1.35032084985624,2.23621655760192,-1.69557141767234,1.94187582228604,0.000171453727450036,0.107667028641124
"30","PmetTSAr1.1-005606",3.82167200875268,4.04571222691368,3.45900032290175,8.59434431360232,292.456624616465,6.95664531477933,4.34220822306711,4.92533773446498,3.95181170006269,5.35913655705198,0.000220978049566357,0.110333219522391
"31","PmetTSAr1.1-006017",21.2215198603678,29.390909413167,15.7293488367743,25.8395746797122,14.3745859148594,7.31285908089755,8.79032396377001,8.18058968540448,-1.25780810547957,4.03639190408192,0.00019205296569315,0.110333219522391
