"","ID","U.1","U.2","R.1","R.4","U.3","U.4","R.2","R.3","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-008446",4.16802048454053,9.43708983545183,2.5798925781477,12.2981082934332,59.6282842746155,17.2170818016788,34.2973696894734,92.3392567914618,2.83895742010804,4.86056793253244,4.51075635420335e-07,0.00779954881205302
"2","PmetTSAr1.1-000784",112.046197731472,114.474094376085,117.807057353548,81.5089133265084,603.872915568335,139.884527984729,571.560695241785,569.025424360849,2.14562613059352,8.17412394886524,1.91525307456763e-05,0.106702392989764
"3","PmetTSAr1.1-009132",4.19526244849178,65.1378665851652,2.96567090759034,33.2087719216997,4.67727734798534,2.21606003387945,0.683462077145302,1.73111516779903,-3.49811108783915,3.84536326146339,2.08866324041254e-05,0.106702392989764
"4","PmetTSAr1.1-014155",2.5879865753683,905.565583233519,3.97833902237729,9.58243769235962,3.02482606935579,2.38652619033171,4.22503829508005,4.72122318490644,-6.00296594273174,6.87049072379928,2.46839148666391e-05,0.106702392989764
"5","PmetTSAr1.1-005784",3.97732673688181,2.45803270132699,0.819778950065623,2.87085177827778,7.87014931008311,4.32984037388754,16.5894885997996,12.5899284930838,2.03100691518768,2.70068302047259,5.94540167210232e-05,0.205603880624643
"6","PmetTSAr1.1-013353",3.56869727761313,217.404213744153,5.06334057393473,3.4139858984925,3.05283371814612,3.51160282291666,5.28129786885006,3.6196044417616,-3.88935902959399,4.93652391414789,0.000225987182585746,0.65125739568169
"7","PmetTSAr1.1-005796",2.17935711609962,3.02864743556361,3.15856007231167,2.52169412956832,96.6263883266432,3.06839081614077,2.01931977338385,4.95728434415176,3.29088146524691,3.88595009060937,0.000362309289292193,0.850732322615526
"8","PmetTSAr1.1-005797",2.26108300795336,3.68704905199048,3.71311642088547,2.32771765806307,114.10316117181,3.20476374130259,2.11251914754003,5.11465845031531,3.37541070267012,4.10056487720928,0.000393606996756938,0.850732322615526
"9","PmetTSAr1.1-000001",812.818478413306,5008.02216174826,23.8218118430834,7358.92419478918,372.221652423504,1404.1638239286,1954.39087605504,1326.82108906487,-1.38440031608134,11.1565137018279,0.136439309970482,1
"10","PmetTSAr1.1-000002",13575.4606538601,141050.256155951,3384.7708402386,39678.7019475803,19747.072856111,35492.622062001,3602.68394092315,66562.0470418238,-0.656645493078056,15.3015935222946,0.447420548019146,1
"11","PmetTSAr1.1-000003",120.709142267968,39109.4949501671,205.49929386498,13048.4868758041,4342.89402907757,23572.7078856138,4011.5495953463,20400.5627560869,-0.0043069777769577,13.6774461137165,0.99686013424847,1
"12","PmetTSAr1.1-000004",1766.61412027431,2972.28825719747,794.148802303278,6114.68151596587,1368.28567400285,2518.56927511964,4566.36546969803,4931.55367779402,0.200547522193091,11.6115376292332,0.734437742079803,1
