"","ID","U.1","U.2","U.4","R.1","U.3","R.2","R.3","R.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-004695",1.93417944053842,1.00954914518787,0.681864625809061,0.699223222114796,3.64099434274308,20.96985918514,19.7111067969844,4.65543531612613,3.4934558874024,2.74792429624146,3.14759292953732e-09,5.02309904759571e-05
"2","PmetTSAr1.1-004696",3.92284280897932,2.19467205475624,1.19326309516586,1.2537795706886,6.55378981693754,34.9186988505145,32.0649741308229,9.93159534106908,3.28135738819872,3.53091270738625,5.81007350366747e-09,5.02309904759571e-05
"3","PmetTSAr1.1-002055",2.64247050327079,2.28245893694649,0.78414431968042,1.01266811478695,4.03310142580772,20.2242641918905,17.9406481026445,4.96579767053454,2.81034599569815,2.76360854975287,5.79898380580373e-07,0.00334234096620508
"4","PmetTSAr1.1-007238",4.76734369146793,6.75958992864921,4.84123884324433,5.52145234014788,4.08911672338838,61.5115869430772,32.9698752412633,40.23072019019,2.66445945216506,4.33192397217908,1.20329110366511e-06,0.00520152661836837
"5","PmetTSAr1.1-007028",24.653977375877,18.0402042900963,21.2741763252427,15.165910576214,49.5455307100962,47.0346174908176,59.0546333378714,52.1796708349137,1.39258508563205,5.16703316311286,3.37280358046968e-06,0.0116638293419802
"6","PmetTSAr1.1-016228",6.72876509595759,10.5783193039251,7.90962965938511,8.02901148152508,5.48949916290495,113.019774393391,48.7072858576181,45.0801319778214,2.67488012585246,4.94247902814639,4.87825362007766e-06,0.0140583138907938
"7","PmetTSAr1.1-008446",4.16802048454053,9.43708983545183,17.2170818016788,2.5798925781477,59.6282842746155,34.2973696894734,92.3392567914618,12.2981082934332,2.57262771438137,4.86049505171305,1.96469474966815e-05,0.0246323378949679
"8","PmetTSAr1.1-009922",2.53350264746581,3.86262281637098,2.7615517345267,1.78422477367224,2.54869603992015,23.1755777068362,14.281700134342,10.2031624011764,2.20062390272065,2.9444583046306,1.99755488270016e-05,0.0246323378949679
"9","PmetTSAr1.1-015252",19.3417944053842,31.9544251172508,19.637701223301,16.4438012924928,20.4455836169419,204.603692730862,102.253825479765,102.652348720581,2.29915131604107,6.01616215266965,1.24462548353179e-05,0.0246323378949679
"10","PmetTSAr1.1-015551",9.69813916664333,22.8245893694649,11.8644444890777,11.5492387376892,9.57861588629333,157.320543575628,78.0182131305789,71.4221368082351,2.50014877982326,5.5418874699606,1.61317756005203e-05,0.0246323378949679
"11","PmetTSAr1.1-015697",11.6050766432305,20.4982369914233,13.4327331284385,14.6595765188206,11.4551283552455,164.465828927601,78.6083660286922,68.1245367926457,2.42242011519686,5.58231517024216,1.0364464340672e-05,0.0246323378949679
"12","PmetTSAr1.1-015806",14.0840953627938,25.1070483064114,14.7282759174757,11.8867947759515,12.0712966286328,158.128271484981,80.772259988441,76.8534780103822,2.31707659322378,5.62227261045068,2.13686350369856e-05,0.0246323378949679
"13","PmetTSAr1.1-016890",21.984264908655,25.0631548653162,27.0018391820388,19.9158062574766,24.6187232867013,109.447131717405,131.486065699644,79.1424003741443,1.87503163005455,5.77828675288931,1.74888054969567e-05,0.0246323378949679
"14","PmetTSAr1.1-020043",3.62318120551562,5.39889325470035,5.5912899316343,5.18389630188556,9.94271532056764,11.0907255245851,17.8619610495627,15.1301647774099,1.44798492769009,3.21442557139718,1.61596467176894e-05,0.0246323378949679
"15","PmetTSAr1.1-031586",2.17935711609962,4.52102443279785,3.03429758485032,2.48344799578704,2.3246348495975,18.8573400375999,16.3275635144681,19.2036706790203,2.21666740981609,3.11499345342259,1.91925326106503e-05,0.0246323378949679
"16","PmetTSAr1.1-015387",3.73214906132061,9.0420488655957,3.98890806098301,5.03922942834457,3.80904023548507,64.0901029613981,29.586331958747,24.3634448210601,2.48372300040164,4.17085812911198,2.37328980312228e-05,0.0253559709793054
