"","ID","U.1","U.2","R.1","R.2","U.3","U.4","R.3","R.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-009657",0.299661603463698,1.40459011504399,0.506334057393473,1.21159186403031,30.5283371814612,17.3875479581311,5.58678076880595,6.55640473687764,4.14573435840495,3.00110155779233,7.23852765512926e-11,1.2516138168484e-06
"2","PmetTSAr1.1-010252",0.681049098781133,2.45803270132699,1.3261130074591,3.63477559209093,13.947809097585,30.9225607804409,3.42288680905717,19.6304189163319,3.06993146795634,3.25712853545004,6.20087929920801e-07,0.00536097019813029
"3","PmetTSAr1.1-002283",35.5780049203264,62.5481535605528,45.5459540198224,50.1101968379715,56.6594735028404,145.612190841525,322.577574108732,319.750815629263,2.12382898065011,7.02061029549449,6.08016849364959e-05,0.326289153194141
"4","PmetTSAr1.1-013353",3.56869727761313,217.404213744153,5.06334057393473,5.28129786885006,3.05283371814612,3.51160282291666,3.6196044417616,3.4139858984925,-4.08656857073898,4.93652898173509,7.54818467859905e-05,0.326289153194141
"5","PmetTSAr1.1-014155",2.5879865753683,905.565583233519,3.97833902237729,4.22503829508005,3.02482606935579,2.38652619033171,4.72122318490644,9.58243769235962,-5.53770423794954,6.87049222022222,0.000147310828127232,0.509430305829594
"6","PmetTSAr1.1-005796",2.17935711609962,3.02864743556361,3.15856007231167,2.01931977338385,96.6263883266432,3.06839081614077,4.95728434415176,2.52169412956832,3.36601736417092,3.88594550275873,0.000232245440449405,0.669292651801776
"7","PmetTSAr1.1-005797",2.26108300795336,3.68704905199048,3.71311642088547,2.11251914754003,114.10316117181,3.20476374130259,5.11465845031531,2.32771765806307,3.40443677887039,4.10056080432885,0.000332694900816129,0.821803932858811
"8","PmetTSAr1.1-000001",812.818478413306,5008.02216174826,23.8218118430834,1954.39087605504,372.221652423504,1404.1638239286,1326.82108906487,7358.92419478918,0.423809619913206,11.1565137392224,0.659843389326842,1
"9","PmetTSAr1.1-000002",13575.4606538601,141050.256155951,3384.7708402386,3602.68394092315,19747.072856111,35492.622062001,66562.0470418238,39678.7019475803,-0.00118488815708292,15.3015935248088,0.998918399318848,1
"10","PmetTSAr1.1-000003",120.709142267968,39109.4949501671,205.49929386498,4011.5495953463,4342.89402907757,23572.7078856138,20400.5627560869,13048.4868758041,0.498143977762107,13.6774461211117,0.648054167361614,1
"11","PmetTSAr1.1-000004",1766.61412027431,2972.28825719747,794.148802303278,4566.36546969803,1368.28567400285,2518.56927511964,4931.55367779402,6114.68151596587,0.564241126582347,11.6115376425973,0.330481835044039,1
"12","PmetTSAr1.1-000005",5357.67705029141,56733.1065908296,1471.88899369724,1559.9711246261,8214.86745139451,13756.7211053917,25664.8839813637,15014.6323909814,-0.0558181898925475,13.9632342694635,0.948475386096988,1
"13","PmetTSAr1.1-000006",5017.1252589369,4103.90506207088,5856.71781957912,5806.25887701376,4956.03747639551,5181.28473213531,5214.00085483105,4694.61856337019,-0.0521650436975306,12.3173589043545,0.900134178024755,1
"14","PmetTSAr1.1-000007",5563.38112008727,8671.63211619394,4844.89359488783,2617.5976225504,5792.00977748932,6715.37786051183,5201.4502698645,7468.13294824664,0.214578021289302,12.5165287878299,0.644647429954132,1
"15","PmetTSAr1.1-000008",57.4805439371276,1858.3166156443,5.13567401070523,1117.86436008725,19.4933235580706,102.859278803297,1322.611331725,1422.31307966514,-0.0838134989074632,9.52804292559395,0.942659593033324,1
"16","PmetTSAr1.1-000009",1608.09313204201,1816.04723186969,1572.19135935232,1991.76382509167,1539.80451519484,1648.81685166889,2101.21972196915,1943.37267742255,0.0497366800009901,10.795816149195,0.904752270164836,1
"17","PmetTSAr1.1-000010",611.173461246188,763.263047203125,654.280046734728,809.99576079134,612.359233151805,652.817192749595,814.529029975983,747.274958826846,-0.00597424736243702,9.46816105342244,0.988422953878801,1
"18","PmetTSAr1.1-000011",585.429805312261,721.1692371929,607.215090542725,778.090508371875,587.964571055426,632.12260135629,767.592202812705,714.454139848157,0.00547271991729106,9.39728069334253,0.989388602047342,1
"19","PmetTSAr1.1-000012",37.2942486492548,579.568996220027,45.5459540198224,193.1091032516,36.8860734568664,172.068538322917,301.646817988981,798.756314364341,0.614041121760629,8.08024148498599,0.456728879202125,1
"20","PmetTSAr1.1-000013",21.2487318819713,221.222943119429,23.4360335136408,123.737702421352,21.1737824854905,68.5955813563915,182.435932570093,266.290900082415,0.466874496607296,6.85865231696657,0.530923113829379,1
"21","PmetTSAr1.1-000014",21.7390872330937,228.50925434122,23.5565892415916,122.929974511998,20.9217136463775,66.822733329288,182.278558463929,264.040773012954,0.428936679749334,6.86277122594672,0.566053324075746,1
"22","PmetTSAr1.1-000015",23.4008470341197,223.944336467327,24.1111455901654,125.539556988371,21.4258513246035,67.4023182612257,176.731121221664,260.471605937257,0.40612199540646,6.85068571049535,0.581323083641903,1
"23","PmetTSAr1.1-000016",21.984264908655,225.656180670036,25.0997025593622,124.700762620966,22.6021725737974,69.1410730570388,180.940878561539,266.872829496931,0.441135235443949,6.87235114997857,0.549340167431392,1
"24","PmetTSAr1.1-000017",21.766329197045,226.095115080988,23.3878112224604,123.023173886154,21.9299890028295,70.5048023086569,180.940878561539,263.730410658545,0.446116945514352,6.86367257651838,0.54741712637549,1
"25","PmetTSAr1.1-000018",23.319121142266,226.095115080988,25.1961471417228,121.376651609395,22.4621343298458,69.2092595196197,183.812955999024,264.545111838868,0.447687559364303,6.87083877609192,0.541229648845931,1
"26","PmetTSAr1.1-000019",21.6846033051913,227.631385519317,23.9905898622146,125.322091782007,22.6861955201684,68.0159964244538,180.586786822671,262.527756535213,0.421399813581871,6.86532482669304,0.569008741028359,1
"27","PmetTSAr1.1-000020",22.0659908005087,222.144705382426,23.9905898622146,120.53785724199,21.7339354612971,65.8681228531553,182.081840831225,264.506316544566,0.458653430248241,6.85052903759383,0.535888979737462,1
"28","PmetTSAr1.1-000021",21.8480550888987,224.339377437183,24.5933685019687,121.190252861083,21.4258513246035,66.7545468667071,175.432784845815,262.139803592202,0.423740010182416,6.84237257977801,0.566748862425937,1
"29","PmetTSAr1.1-000022",22.2294425842162,220.784008708478,23.4842558048211,123.955167627716,20.5015989145226,69.8229376828479,178.934358707954,266.213309493813,0.455762720241851,6.85520545280564,0.539558204766832,1
"30","PmetTSAr1.1-000023",21.7118452691425,222.056918500236,24.496923919608,122.681442847582,21.2858130806518,67.9137167305825,184.167047737892,263.846796541449,0.458622067400455,6.85868213802444,0.535959080196147,1
"31","PmetTSAr1.1-000024",21.3032158098738,221.530197207095,24.2558124637064,122.370778267061,23.1903331983944,67.0272927170307,174.606570788456,265.631380079297,0.445860176195859,6.84581514960913,0.545137233413389,1
"32","PmetTSAr1.1-000025",23.8912023852421,230.264991985025,23.9905898622146,120.382524951729,22.3781113834748,69.379725676072,185.819475852609,265.7477659622,0.447233424539994,6.87980233287233,0.543944522380759,1
"33","PmetTSAr1.1-000026",22.8015238271923,220.871795590668,23.6048115327719,124.359031582393,22.9382643592814,69.2433527509101,180.822847981917,260.820763585967,0.446952030151849,6.85448739263327,0.542193116993381,1
"34","PmetTSAr1.1-000027",22.8560077550948,224.602738083753,23.5083669504113,122.246512434853,20.8096830512162,68.3569287373584,183.852299525565,268.230664797467,0.461080814354122,6.86844048456271,0.535432671217783,1
"35","PmetTSAr1.1-000028",21.7390872330937,224.778311848134,23.3395889312801,122.526110557321,21.7339354612971,69.1410730570388,184.167047737892,264.040773012954,0.458346230709557,6.86380724115364,0.537320157814568,1
"36","PmetTSAr1.1-000029",21.4394256296301,228.860401869981,23.9182564254441,124.949294285382,22.8542414129104,70.7775481589805,181.609718512734,262.178598886503,0.429158694264584,6.87171711950381,0.561772612574956,1
"37","PmetTSAr1.1-000030",22.4473782958261,222.320279146807,24.496923919608,122.681442847582,22.5181496274264,66.3454280912216,183.694925419401,259.967267111343,0.442297877215758,6.85294033187147,0.547565606127372,1
"38","PmetTSAr1.1-000031",1409.8533603688,1944.52333395512,1077.35831840536,925.314453080583,1548.76696280774,1835.5454794467,1407.82941021256,1709.43705278721,0.279361346483224,10.5337062227356,0.521578089282142,1
"39","PmetTSAr1.1-000032",4452.18141051597,2991.7769450437,6290.79077363887,2100.31002952557,4411.82085275058,4725.42413655067,1667.65405948858,2341.68396401144,-0.268434260050402,11.8228817330898,0.593998499169942,1
"40","PmetTSAr1.1-000033",254.113039737216,3330.72209718026,14.7077988100009,452.886825482919,175.439912022636,489.817453949939,1074.39302277854,4346.93513584417,0.586855362859107,10.3076598096804,0.571116438090711,1
"41","PmetTSAr1.1-000034",249.699841577114,3337.96451496095,15.6240223424272,454.005217972793,174.711713154087,490.362945650586,1060.62278848923,4326.64519692472,0.576985446356036,10.3034733846889,0.576662439091639,1
"42","PmetTSAr1.1-000035",4777.83184758916,5977.23323456971,5482.77806262125,4864.6655999139,5024.4041470927,5546.08230694316,4206.41314011893,4372.11328184556,-0.140143020499061,12.2967739297466,0.735811529090729,1
"43","PmetTSAr1.1-000036",1060.9110441173,2241.24299575817,1045.94149570137,3226.3448680805,953.548410715622,1831.93159692991,5340.80504087233,5393.43819961503,0.835853915810866,11.3645818704184,0.153756249150056,1
"44","PmetTSAr1.1-000037",280.265325130412,38306.7716994195,69.9223222114796,557.829320782775,429.553309497312,1503.0682879022,10769.6215506166,9545.23300512492,-0.817755077550135,12.907415450768,0.518205147088947,1
"45","PmetTSAr1.1-000038",1365.25826538061,13775.078618883,719.235472954634,206.778344794506,4918.70328055799,3537.92279747289,1115.78241269955,941.135044449199,-0.611785624426001,11.6980634886384,0.497278619569203,1
"46","PmetTSAr1.1-000039",509.615419635946,298.080358476992,679.138637838189,352.542165974768,574.436876689696,476.862026059567,322.813635267978,404.790100737167,-0.0482476892665742,8.82132234108618,0.913504084696157,1
"47","PmetTSAr1.1-000040",846.652997640753,1459.23744920742,680.898751466271,1776.03834037817,956.097106755542,1861.31996230228,1565.04614226994,1739.65858704773,0.362219072473153,10.4101057324189,0.439670601093907,1
"48","PmetTSAr1.1-000041",793.912555431142,11973.0333947227,311.757112480839,10657.7522987136,813.454151466384,2776.68912921966,14507.7286943194,14536.6743651925,0.459296248191062,12.782672734143,0.619481798574482,1
"49","PmetTSAr1.1-000042",295.357373159402,6166.58953945408,80.8687823094147,4556.54846895358,277.555799512184,1114.06451887813,7199.19651703112,7269.07429318795,0.51490752256576,11.7185071286333,0.607369529054799,1
"50","PmetTSAr1.1-000043",481.011357487138,785.385341515068,347.755052846955,310.913112185008,570.851897644534,513.682715853256,398.628610912267,699.479156247951,0.181207162877345,9.00427638261744,0.689299688399477,1
"51","PmetTSAr1.1-000044",2.42453479166083,4356.16066804456,15.6963557791977,954.547990107571,1732.04901649167,3214.99171068972,4108.48710255866,1747.68921296805,1.01957695753542,10.9776681154347,0.379938807227684,1
