"","ID","U.1","U.2","R.1","R.3","U.3","U.4","R.2","R.4","logFC","logCPM","PValue","FDR"
"1","PmetTSAr1.1-010252",0.681049098781133,2.45803270132699,1.3261130074591,3.42288680905717,13.947809097585,30.9225607804409,3.63477559209093,19.6304189163319,3.11616778642755,3.25714201214862,2.96381358133887e-07,0.00512473006349304
"2","PmetTSAr1.1-000001",812.818478413306,5008.02216174826,23.8218118430834,1326.82108906487,372.221652423504,1404.1638239286,1954.39087605504,7358.92419478918,0.628880788748907,11.1565140138907,0.512112290817741,1
"3","PmetTSAr1.1-000002",13575.4606538601,141050.256155951,3384.7708402386,66562.0470418238,19747.072856111,35492.622062001,3602.68394092315,39678.7019475803,-1.18867685222257,15.3015935432755,0.158837995650213,1
"4","PmetTSAr1.1-000003",120.709142267968,39109.4949501671,205.49929386498,20400.5627560869,4342.89402907757,23572.7078856138,4011.5495953463,13048.4868758041,-0.411875683540553,13.6774461754306,0.70627672944398,1
"5","PmetTSAr1.1-000004",1766.61412027431,2972.28825719747,794.148802303278,4931.55367779402,1368.28567400285,2518.56927511964,4566.36546969803,6114.68151596587,0.477279249807672,11.6115377407591,0.414496727018361,1
"6","PmetTSAr1.1-000005",5357.67705029141,56733.1065908296,1471.88899369724,25664.8839813637,8214.86745139451,13756.7211053917,1559.9711246261,15014.6323909814,-1.21090022069303,13.9632343160693,0.145311448197764,1
"7","PmetTSAr1.1-000006",5017.1252589369,4103.90506207088,5856.71781957912,5214.00085483105,4956.03747639551,5181.28473213531,5806.25887701376,4694.61856337019,0.0315500687166864,12.3173588926786,0.939764537331387,1
"8","PmetTSAr1.1-000007",5563.38112008727,8671.63211619394,4844.89359488783,5201.4502698645,5792.00977748932,6715.37786051183,2617.5976225504,7468.13294824664,-0.103964780505284,12.5165288126463,0.82453020215569,1
"9","PmetTSAr1.1-000008",57.4805439371276,1858.3166156443,5.13567401070523,1322.611331725,19.4933235580706,102.859278803297,1117.86436008725,1422.31307966514,-0.28476396826658,9.52804386418982,0.806891319321247,1
"10","PmetTSAr1.1-000009",1608.09313204201,1816.04723186969,1572.19135935232,2101.21972196915,1539.80451519484,1648.81685166889,1991.76382509167,1943.37267742255,0.00531962661919985,10.7958161834407,0.989846937639135,1
"11","PmetTSAr1.1-000010",611.173461246188,763.263047203125,654.280046734728,814.529029975983,612.359233151805,652.817192749595,809.99576079134,747.274958826846,-0.0105839167309787,9.46816114010457,0.979541219637133,1
"12","PmetTSAr1.1-000011",585.429805312261,721.1692371929,607.215090542725,767.592202812705,587.964571055426,632.12260135629,778.090508371875,714.454139848157,0.0167123103334579,9.3972807843861,0.967668886740411,1
"13","PmetTSAr1.1-000012",37.2942486492548,579.568996220027,45.5459540198224,301.646817988981,36.8860734568664,172.068538322917,193.1091032516,798.756314364341,0.316867479273763,8.08024388698816,0.703473586599431,1
"14","PmetTSAr1.1-000013",21.2487318819713,221.222943119429,23.4360335136408,182.435932570093,21.1737824854905,68.5955813563915,123.737702421352,266.290900082415,0.0979187452407417,6.85865723242536,0.896537785735608,1
"15","PmetTSAr1.1-000014",21.7390872330937,228.50925434122,23.5565892415916,182.278558463929,20.9217136463775,66.822733329288,122.929974511998,264.040773012954,0.0578594669828917,6.86277618471419,0.938939416857499,1
"16","PmetTSAr1.1-000015",23.4008470341197,223.944336467327,24.1111455901654,176.731121221664,21.4258513246035,67.4023182612257,125.539556988371,260.471605937257,0.0834363475903881,6.85069060599528,0.910609646427651,1
"17","PmetTSAr1.1-000016",21.984264908655,225.656180670036,25.0997025593622,180.940878561539,22.6021725737974,69.1410730570388,124.700762620966,266.872829496931,0.0913883322421562,6.87235598674501,0.902265712563258,1
